"sum_insured_grouped","society_person","insured_age","type_of_boat","boat_age_grouped","extension_coverage_rent","extension_coverage_flood","extension_coverage_regatta","extension_coverage_sea_valve_obstruction","boat_length_grouped","construction_material","region_of_residence","number_of_claims_in_past_3_years","number_of_claims_in_past_5_years","number_of_years_with_no_claims","number_of_years_with_no_claims_grouped","time_on_book","total","weight","observed","fitted"
"000.007.000","Person","72","Motor","gr 018","No","No","No","No","gr 005","Rubberized textiles","Veneto","0","0","0","00","0","total",0.99842802604984,0,0.0203758905024731
"000.007.000","Person","72","Motor","gr 019","No","No","No","No","gr 005","Other","Unknown","0","0","3","05","3","total",0.99848791077176,0,0.0209821490620047
"000.007.000","Person","72","Motor","gr 027","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",1.00273972602739,0,0.0204638835518766
"000.007.000","Person","72","Motor","gr 029","No","Yes","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.61643835616438,0,0.0125802562818914
"000.007.000","Person","73","Motor","gr 000","No","Yes","No","No","gr 005","Other","Piemonte","0","0","0","00","0","total",1.00273972602739,0,0.0199915993438317
"000.007.000","Person","73","Motor","gr 004","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.53698630136986,0,0.0110237624861316
"000.007.000","Person","73","Motor","gr 006","No","No","No","No","gr 006","VTR","Campania","0","0","0","00","0","total",0.99999999999999,0,0.0205289454461124
"000.007.000","Person","73","Motor","gr 006","No","No","No","No","gr 007","VTR","Lazio","0","0","0","00","0","total",1.00273972602739,0,0.0199915993438317
"000.007.000","Person","73","Motor","gr 010","No","No","No","No","gr 006","VTR","Veneto","0","0","2","02","2","total",0.99929635451754,0,0.019922948923558
"000.007.000","Person","73","Motor","gr 011","No","No","No","No","gr 006","VTR","Toscana","0","0","0","00","0","total",0.99956583576614,0,0.0199283215651447
"000.007.000","Person","73","Motor","gr 011","No","Yes","No","No","gr 006","Wood","Unknown","0","0","1","01","1","total",1,0,0.0199369774877011
"000.007.000","Person","73","Motor","gr 015","No","No","No","No","gr 005","VTR","Unknown","0","0","2","02","2","total",0.99761209671382,0,0.02047992430982
"000.007.000","Person","73","Motor","gr 020","No","No","No","No","gr 005","Other","Unknown","0","0","4","05","4","total",0.99877236320082,0,0.0205037433572346
"000.007.000","Person","74","Motor","gr 001","No","Yes","No","No","gr 005","Other","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0194768536993828
"000.007.000","Person","74","Motor","gr 007","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.56438356164383,0,0.0113188024496513
"000.007.000","Person","74","Motor","gr 007","No","No","No","No","gr 007","VTR","Lazio","0","0","1","01","1","total",0.99999999999999,0,0.0194768536993828
"000.007.000","Person","74","Motor","gr 011","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.62739726027397,0,0.0125825522377192
"000.007.000","Person","74","Motor","gr 012","No","No","No","No","gr 005","VTR","Emilia-Romagna","0","0","0","00","0","total",0.99866007934725,0,0.0200282873575579
"000.007.000","Person","74","Motor","gr 012","No","No","No","No","gr 006","VTR","Toscana","0","0","1","01","1","total",1.00273972602739,0,0.0195302149423949
"000.007.000","Person","74","Motor","gr 012","No","Yes","No","No","gr 006","Wood","Unknown","0","0","2","02","2","total",0.6,0,0.0116861122196298
"000.007.000","Person","74","Motor","gr 016","No","No","No","No","gr 005","VTR","Unknown","0","0","3","05","3","total",0.99964817725876,0,0.0200481038189529
"000.007.000","Person","74","Motor","gr 021","No","No","No","No","gr 005","Other","Unknown","0","0","5","05","5","total",1.00273972602739,0,0.0201101053231669
"000.007.000","Person","75","Motor","gr 012","No","No","No","No","gr 006","VTR","Lombardia","0","0","1","01","1","total",1.00273972602738,0,0.0196459859324276
"000.007.000","Person","75","Motor","gr 013","No","No","No","No","gr 005","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.0196459859324278
"000.007.000","Person","75","Motor","gr 014","No","No","No","No","gr 005","VTR","Lombardia","0","0","1","01","1","total",0.99999999999999,0,0.0190273490683922
"000.007.000","Person","75","Motor","gr 030","No","No","No","No","gr 007","VTR","Puglia","0","0","0","00","0","total",0.54246575342465,0,0.0103216852480593
"000.007.000","Person","75","Sail","gr 023","No","Yes","No","No","gr 007","VTR","Abruzzo","0","0","0","00","0","total",0.99999999999999,0,0.0320537244691325
"000.007.000","Person","76","Motor","gr 014","No","No","No","No","gr 005","VTR","Emilia-Romagna","0","0","1","01","1","total",0.99999999999999,0,0.019140139175713
"000.007.000","Person","76","Motor","gr 015","No","No","No","No","gr 007","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0185882185161107
"000.007.000","Person","76","Sail","gr 024","No","Yes","No","No","gr 006","VTR","Abruzzo","0","0","0","00","0","total",0.9989220750056,0,0.0312802052201748
"000.007.000","Person","76","Sail","gr 045","No","Yes","No","No","gr 009","VTR","Piemonte","0","0","0","00","0","total",1.00273972602739,0,0.032332071171354
"000.007.000","Person","77","Motor","gr 001","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99848042518151,0,0.0186699919240277
"000.007.000","Person","77","Motor","gr 001","No","Yes","No","No","gr 005","VTR","Piemonte","0","0","0","00","0","total",0.99835317014746,0,0.0181293174701586
"000.007.000","Person","77","Motor","gr 011","No","No","No","No","gr 006","VTR","Campania","0","0","0","00","0","total",0.99999999999999,0,0.0181592226200681
"000.007.000","Person","77","Motor","gr 011","No","No","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0182089739149176
"000.007.000","Person","77","Motor","gr 012","No","No","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.51780821917808,0,0.00968218807944331
"000.007.000","Person","77","Motor","gr 015","No","No","No","No","gr 005","VTR","Unknown","0","0","2","02","2","total",0.47671232876712,0,0.00891376045409065
"000.007.000","Person","77","Motor","gr 016","No","No","No","No","gr 007","VTR","Unknown","0","0","1","01","1","total",0.5972602739726,0,0.0108457822771914
"000.007.000","Person","77","Motor","gr 023","No","Yes","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0181592226200681
"000.007.000","Person","77","Sail","gr 025","No","Yes","No","No","gr 007","VTR","Abruzzo","0","0","0","00","0","total",0.99833819896698,0,0.0305404305469663
"000.007.000","Person","77","Sail","gr 046","No","Yes","No","No","gr 009","VTR","Piemonte","0","0","0","00","0","total",0.99999999999999,0,0.0314995818579565
"000.007.000","Person","78","Motor","gr 002","No","Yes","No","No","gr 005","VTR","Piemonte","0","0","0","00","0","total",0.99890710382513,0,0.0177207393659368
"000.007.000","Person","78","Motor","gr 012","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.42465753424657,0,0.00753347879432264
"000.007.000","Person","78","Motor","gr 021","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.99887716146418,0,0.0182463559153121
"000.007.000","Person","78","Motor","gr 023","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.0177887305724005
"000.007.000","Person","78","Motor","gr 024","No","Yes","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99866756493748,0,0.0177164899155327
"000.007.000","Person","78","Sail","gr 026","No","No","No","No","gr 007","VTR","Abruzzo","0","0","0","00","0","total",1.00273972602739,0,0.0299671313315295
"000.007.000","Person","78","Sail","gr 047","No","Yes","No","No","gr 009","VTR","Piemonte","0","0","0","00","0","total",0.75342465753424,0,0.0231848399245769
"000.007.000","Person","79","Motor","gr 003","No","Yes","No","No","gr 005","VTR","Piemonte","0","0","1","01","1","total",1.00273972602739,0,0.0173781859898333
"000.007.000","Person","79","Motor","gr 005","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99869750729844,0,0.0178220438566372
"000.007.000","Person","79","Motor","gr 016","No","No","No","No","gr 008","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0178941784108331
"000.007.000","Person","79","Motor","gr 022","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",1.00273972602738,0,0.0178941784108329
"000.007.000","Person","79","Sail","gr 027","No","No","No","No","gr 007","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0291955347191609
"000.007.000","Person","79","Sail","gr 036","No","Yes","No","No","gr 007","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0301447701579802
"000.007.000","Person","80","Motor","gr 006","No","No","No","No","gr 005","VTR","Veneto","0","0","1","01","1","total",0.14794520547945,0,0.00257919347311581
"000.007.000","Person","80","Motor","gr 023","No","No","No","No","gr 006","VTR","Unknown","0","0","2","02","2","total",0.99999999999999,0,0.0174334373645791
"000.007.000","Person","81","Motor","gr 024","No","No","No","No","gr 006","VTR","Unknown","0","0","3","05","3","total",0.40821917808219,0,0.00695241860806894
"000.007.000","Person","82","Motor","gr 028","No","Yes","No","No","gr 006","VTR","Toscana","0","0","0","00","0","total",1.00273972602738,0,0.0162025321436967
"000.007.000","Person","82","Sail","gr 025","No","No","No","No","gr 006","Other","Unknown","0","0","0","00","0","total",0.32602739726027,0,0.00887460396550574
"000.007.000","Person","83","Sail","gr 026","No","No","No","No","gr 006","Other","Unknown","0","0","1","01","1","total",1.00273972602739,0,0.0266650614648699
"000.007.000","Person","84","Sail","gr 027","No","No","No","No","gr 006","Other","Toscana","0","0","2","02","2","total",0.99999999999999,0,0.025978486868614
"000.007.000","Person","85","Sail","gr 028","No","No","No","No","gr 006","Other","Toscana","0","0","3","05","3","total",0.99910172917133,0,0.0253561344511041
"000.007.000","Person","86","Sail","gr 029","No","No","No","No","gr 006","Other","Toscana","0","0","4","05","4","total",0.99815854480125,0,0.0247475578340348
"000.007.000","Person","87","Sail","gr 030","No","No","No","No","gr 006","Other","Toscana","0","0","5","05","5","total",1.00273972602739,0,0.0242873719257137
"000.007.000","Society","Unknown","Motor","gr 000","No","No","No","No","gr 004","VTR","Lazio","0","0","0","00","0","total",0.81643835616438,0,0.0188626137917087
"000.007.000","Society","Unknown","Motor","gr 000","No","No","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",0.13972602739726,0,0.00313507880976181
"000.007.000","Society","Unknown","Motor","gr 000","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,1,0.0224373287365304
"000.007.000","Society","Unknown","Motor","gr 000","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",1.00273972602738,0,0.022498800870055
"000.007.000","Society","Unknown","Motor","gr 000","No","Yes","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",1.82465753424657,0,0.0409404409274777
"000.007.000","Society","Unknown","Motor","gr 001","No","No","No","No","gr 004","VTR","Lazio","0","0","1","01","1","total",1.00273972602739,0,0.0231668343884744
"000.007.000","Society","Unknown","Motor","gr 001","No","No","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.99876487761059,0,0.0230750013309011
"000.007.000","Society","Unknown","Motor","gr 001","No","No","No","No","gr 005","VTR","Unknown","1","1","0","00","1","total",0.71232876712328,0,0.0159827547164326
"000.007.000","Society","Unknown","Motor","gr 001","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.0231668343884741
"000.007.000","Society","Unknown","Motor","gr 001","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",0.99999999999999,0,0.0231035370267572
"000.007.000","Society","Unknown","Motor","gr 001","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",2.00547945205476,1,0.0463336687769483
"000.007.000","Society","Unknown","Motor","gr 001","No","Yes","No","No","gr 007","VTR","Unknown","0","0","0","00","0","total",0.99883224792274,0,0.0224111274992904
"000.007.000","Society","Unknown","Motor","gr 002","No","No","No","No","gr 004","VTR","Lazio","0","0","2","02","2","total",0.99999999999999,0,0.0231035370267571
"000.007.000","Society","Unknown","Motor","gr 002","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",3.61960476083535,0,0.0836256726141868
"000.007.000","Society","Unknown","Motor","gr 003","No","No","No","No","gr 004","Steel","Toscana","0","0","0","00","0","total",0.60273972602739,0,0.0135238693754429
"000.007.000","Society","Unknown","Motor","gr 003","No","No","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.99848791077176,0,0.023068602417285
"000.007.000","Society","Unknown","Motor","gr 003","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",2.59633954637319,0,0.0596076623653514
"000.007.000","Society","Unknown","Motor","gr 003","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99851785313271,0,0.0230692941917299
"000.007.000","Society","Unknown","Motor","gr 003","No","Yes","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",1.00273972602739,0,0.0231668343884744
"000.007.000","Society","Unknown","Motor","gr 004","No","No","No","No","gr 004","Steel","Toscana","0","0","1","01","1","total",0.87945205479451,0,0.0197325548614418
"000.007.000","Society","Unknown","Motor","gr 004","No","No","No","No","gr 004","VTR","Unknown","0","0","0","00","0","total",0.13150684931506,0,0.00303827336242269
"000.007.000","Society","Unknown","Motor","gr 004","No","No","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.99999251440975,0,0.0231033640831459
"000.007.000","Society","Unknown","Motor","gr 004","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",3.99647428699749,0,0.091002623944908
"000.007.000","Society","Unknown","Motor","gr 004","No","No","No","No","gr 008","VTR","Unknown","0","0","0","00","0","total",0.99899693090799,0,0.0224148225455677
"000.007.000","Society","Unknown","Motor","gr 004","No","No","No","No","gr 008","VTR","Veneto","0","0","0","00","0","total",0.9993637248297,0,0.0230888368198011
"000.007.000","Society","Unknown","Motor","gr 004","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","1","01","1","total",1.00273972602738,0,0.0231668343884741
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 004","Steel","Toscana","0","0","1","01","1","total",0.12328767123287,0,0.00276624600861321
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 004","Steel","Toscana","0","0","2","02","2","total",0.99999999999999,0,0.0224373287365304
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 004","VTR","Emilia-Romagna","0","0","0","00","0","total",0.99999999999999,0,0.0231035370267572
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 004","VTR","Sardegna","0","0","0","00","0","total",1.00273972602738,0,0.022498800870055
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 004","VTR","Unknown","0","0","0","00","0","total",0.99837562691817,0,0.0224008821437028
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","0","00","0","total",0.48767123287671,0,0.0112669303856515
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.99897447413728,0,0.0230798437520161
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",6.74728647353835,0,0.154055678473044
"000.007.000","Society","Unknown","Motor","gr 005","No","No","No","No","gr 007","VTR","Unknown","0","0","0","00","0","total",0.99758215435286,0,0.0230476762403237
